schema	atelier-codev-target-v1
status	ok
mode	target
stage	probe
source_zmx	US10281683B2.zmx
num_fields	3
vignetting_edge	0
target.efl_mm	4.70603
target.f_number	2.68
seed_baseline.efl_y_mm	4.69944
seed_baseline.max_lateral_color_um	1.64791
seed_baseline.max_rms_spot_diameter_um	15.834
seed_baseline.max_rms_wavefront_error_waves	0.203769
seed_baseline.max_distortion_pct	1.92075
seed_baseline.fno	1.68
seed_baseline.epd_mm	2.79729
seed_baseline.maximh_mm	4.0137
config_pre_aut.efl_y_mm	4.69944
config_pre_aut.max_lateral_color_um	1.64791
config_pre_aut.max_rms_spot_diameter_um	4.94736
config_pre_aut.max_rms_wavefront_error_waves	0.144363
config_pre_aut.max_distortion_pct	1.92075
config_pre_aut.fno	2.68
config_pre_aut.epd_mm	1.75352
config_pre_aut.maximh_mm	4.0137
post_aut.efl_y_mm	4.70416
post_aut.max_lateral_color_um	2.67395
post_aut.max_rms_spot_diameter_um	10.4545
post_aut.max_rms_wavefront_error_waves	0.387265
post_aut.max_distortion_pct	2.73274
post_aut.fno	2.68
post_aut.epd_mm	1.75528
post_aut.maximh_mm	4.01773
efl_target_deviation_pct	0.0396575
aut_converged	1
