schema	atelier-codev-target-v1
status	ok
mode	target
stage	probe
source_zmx	US10281683B2.zmx
num_fields	3
vignetting_edge	0
target.efl_mm	4.70603
target.f_number	2.18
seed_baseline.efl_y_mm	4.69944
seed_baseline.max_lateral_color_um	1.64791
seed_baseline.max_rms_spot_diameter_um	15.834
seed_baseline.max_rms_wavefront_error_waves	0.203769
seed_baseline.max_distortion_pct	1.92075
seed_baseline.fno	1.68
seed_baseline.epd_mm	2.79729
seed_baseline.maximh_mm	4.0137
config_pre_aut.efl_y_mm	4.69944
config_pre_aut.max_lateral_color_um	1.64791
config_pre_aut.max_rms_spot_diameter_um	8.64
config_pre_aut.max_rms_wavefront_error_waves	0.164586
config_pre_aut.max_distortion_pct	1.92075
config_pre_aut.fno	2.18
config_pre_aut.epd_mm	2.15571
config_pre_aut.maximh_mm	4.0137
post_aut.efl_y_mm	4.70115
post_aut.max_lateral_color_um	2.55479
post_aut.max_rms_spot_diameter_um	10.2475
post_aut.max_rms_wavefront_error_waves	0.278388
post_aut.max_distortion_pct	2.16836
post_aut.fno	2.18
post_aut.epd_mm	2.15649
post_aut.maximh_mm	4.01517
efl_target_deviation_pct	0.103566
aut_converged	1
