schema	atelier-codev-target-v1
status	ok
mode	target
stage	probe
source_zmx	US10281683B2.zmx
num_fields	3
vignetting_edge	0
target.efl_mm	4.70603
target.f_number	1.6
seed_baseline.efl_y_mm	4.69944
seed_baseline.max_lateral_color_um	1.64791
seed_baseline.max_rms_spot_diameter_um	15.834
seed_baseline.max_rms_wavefront_error_waves	0.203769
seed_baseline.max_distortion_pct	1.92075
seed_baseline.fno	1.68
seed_baseline.epd_mm	2.79729
seed_baseline.maximh_mm	4.0137
config_pre_aut.efl_y_mm	4.69944
config_pre_aut.max_lateral_color_um	1.64791
config_pre_aut.max_rms_spot_diameter_um	35.1478
config_pre_aut.max_rms_wavefront_error_waves	0
config_pre_aut.max_distortion_pct	1.92075
config_pre_aut.fno	1.6
config_pre_aut.epd_mm	2.93715
config_pre_aut.maximh_mm	4.0137
post_aut.efl_y_mm	4.70163
post_aut.max_lateral_color_um	5.48982
post_aut.max_rms_spot_diameter_um	44.0616
post_aut.max_rms_wavefront_error_waves	0
post_aut.max_distortion_pct	2.03198
post_aut.fno	1.6
post_aut.epd_mm	2.93852
post_aut.maximh_mm	4.01558
efl_target_deviation_pct	0.0933536
aut_converged	1
