schema	atelier-codev-target-v1
status	ok
mode	target
stage	A
source_zmx	US8908290B1.zmx
num_fields	3
vignetting_edge	0.2
target.efl_mm	3.95031
target.f_number	2.25848
seed_baseline.efl_y_mm	3.95203
seed_baseline.max_lateral_color_um	2.02488
seed_baseline.max_rms_spot_diameter_um	45.8087
seed_baseline.max_rms_wavefront_error_waves	0.561862
seed_baseline.max_distortion_pct	2.6313
seed_baseline.fno	2
seed_baseline.epd_mm	1.97601
seed_baseline.maximh_mm	4.03568
config_pre_aut.efl_y_mm	3.95203
config_pre_aut.max_lateral_color_um	2.02488
config_pre_aut.max_rms_spot_diameter_um	31.1494
config_pre_aut.max_rms_wavefront_error_waves	0.506616
config_pre_aut.max_distortion_pct	2.6313
config_pre_aut.fno	2.25848
config_pre_aut.epd_mm	1.74986
config_pre_aut.maximh_mm	4.03568
post_aut.efl_y_mm	3.95031
post_aut.max_lateral_color_um	1.14696
post_aut.max_rms_spot_diameter_um	10.0755
post_aut.max_rms_wavefront_error_waves	0.385997
post_aut.max_distortion_pct	3.70952
post_aut.fno	2.25848
post_aut.epd_mm	1.7491
post_aut.maximh_mm	4.03392
efl_target_deviation_pct	1.801616e-07
aut_converged	1
