schema	atelier-codev-target-v1
status	ok
mode	target
stage	probe
source_zmx	US20140111876A1.zmx
num_fields	3
vignetting_edge	0
target.efl_mm	4.18515
target.f_number	2.57
seed_baseline.efl_y_mm	4.18665
seed_baseline.max_lateral_color_um	0.365694
seed_baseline.max_rms_spot_diameter_um	111.042
seed_baseline.max_rms_wavefront_error_waves	0
seed_baseline.max_distortion_pct	2.04701
seed_baseline.fno	2.07
seed_baseline.epd_mm	2.02254
seed_baseline.maximh_mm	3.22415
config_pre_aut.efl_y_mm	4.18665
config_pre_aut.max_lateral_color_um	0.365694
config_pre_aut.max_rms_spot_diameter_um	90.9255
config_pre_aut.max_rms_wavefront_error_waves	1.64623
config_pre_aut.max_distortion_pct	2.04701
config_pre_aut.fno	2.57
config_pre_aut.epd_mm	1.62905
config_pre_aut.maximh_mm	3.22415
post_aut.efl_y_mm	4.18353
post_aut.max_lateral_color_um	0.142779
post_aut.max_rms_spot_diameter_um	6.76462
post_aut.max_rms_wavefront_error_waves	0.0904844
post_aut.max_distortion_pct	1.01388
post_aut.fno	2.57
post_aut.epd_mm	1.62783
post_aut.maximh_mm	3.22175
efl_target_deviation_pct	0.038694
aut_converged	1
